# portID	slaveID	chipID	channelID	tacID	p0	p1	p2	p3	p4	p5	p6	p7	p8
0	0	6	0	0	1.3226395e+03	-1.4805559e+02	6.7047443e+00	-1.6343306e-01	2.4234413e-03	-2.2445649e-05	1.2705434e-07	-4.0250431e-10	5.4678153e-13	0.0000000e+00
0	0	6	0	1	1.3998086e+03	-1.5594359e+02	7.0455270e+00	-1.7160255e-01	2.5423181e-03	-2.3521690e-05	1.3297742e-07	-4.2065579e-10	5.7053006e-13	0.0000000e+00
0	0	6	0	2	1.4557631e+03	-1.6191588e+02	7.3155584e+00	-1.7837314e-01	2.6453959e-03	-2.4499399e-05	1.3863028e-07	-4.3890036e-10	5.9573565e-13	0.0000000e+00
0	0	6	0	3	1.2149757e+03	-1.3595100e+02	6.1298704e+00	-1.4848776e-01	2.1893613e-03	-2.0175730e-05	1.1370032e-07	-3.5879566e-10	4.8570176e-13	0.0000000e+00
0	0	6	1	0	1.0692172e+03	-1.5196011e+02	8.6333981e+00	-2.6230973e-01	4.8454837e-03	-5.5886270e-05	3.9384690e-07	-1.5531286e-09	2.6256551e-12	0.0000000e+00
0	0	6	1	1	1.0680848e+03	-1.5216460e+02	8.6628361e+00	-2.6375541e-01	4.8818919e-03	-5.6409222e-05	3.9818190e-07	-1.5724720e-09	2.6617014e-12	0.0000000e+00
0	0	6	1	2	9.8299591e+02	-1.4047702e+02	7.9862766e+00	-2.4220112e-01	4.4672941e-03	-5.1465493e-05	3.6240147e-07	-1.4284018e-09	2.4140371e-12	0.0000000e+00
0	0	6	1	3	1.0843964e+03	-1.5326476e+02	8.6689262e+00	-2.6252714e-01	4.8360671e-03	-5.5643217e-05	3.9128503e-07	-1.5399324e-09	2.5984729e-12	0.0000000e+00
0	0	6	2	0	1.6744655e+03	-1.6738031e+02	6.8503957e+00	-1.5189284e-01	2.0455830e-03	-1.7182156e-05	8.8096193e-08	-2.5252458e-10	3.1016896e-13	0.0000000e+00
0	0	6	2	1	1.6378054e+03	-1.6339459e+02	6.6674118e+00	-1.4726160e-01	1.9747412e-03	-1.6510432e-05	8.4234493e-08	-2.4019911e-10	2.9342151e-13	0.0000000e+00
