# portID	slaveID	chipID	channelID	tacID	branch	t0	a0	a1	a2
0	0	6	16	0	T	6.4206652e-02	1.3115358e+02	1.5963928e+02	-1.0000217e-02
0	0	6	16	0	E	4.6293959e-02	1.2440222e+02	1.5349889e+02	-1.0000319e-02
0	0	6	16	1	T	8.7804370e-02	1.2758549e+02	1.5960196e+02	-1.0000061e-02
0	0	6	16	1	E	5.8432326e-02	1.2612606e+02	1.5334106e+02	-1.0000002e-02
0	0	6	16	2	T	8.4039263e-02	1.2467150e+02	1.5906416e+02	-1.0000257e-02
0	0	6	16	2	E	6.6710219e-02	1.2484029e+02	1.5330626e+02	-1.0000004e-02
0	0	6	16	3	T	8.3821826e-02	1.2539707e+02	1.5939020e+02	-1.0000170e-02
0	0	6	16	3	E	7.1470961e-02	1.2380717e+02	1.5357613e+02	-9.9999998e-03
0	0	6	17	0	T	6.7956500e-02	1.3321405e+02	1.5929051e+02	-1.0000074e-02
0	0	6	17	0	E	5.8851942e-02	1.1523487e+02	1.5128230e+02	-1.0000010e-02
0	0	6	17	1	T	7.5076632e-02	1.2191856e+02	1.5966817e+02	-9.9999998e-03
0	0	6	17	1	E	6.0293898e-02	1.1777894e+02	1.5115526e+02	-1.0000003e-02
0	0	6	17	2	T	6.1650805e-02	1.2047144e+02	1.5949551e+02	-1.0000178e-02
0	0	6	17	2	E	5.6883559e-02	1.1667503e+02	1.5121266e+02	-1.0000465e-02
0	0	6	17	3	T	7.8193240e-02	1.2319135e+02	1.5891168e+02	-1.0000056e-02
0	0	6	17	3	E	4.9307570e-02	1.1669447e+02	1.5068398e+02	-1.0000297e-02
0	0	6	18	0	T	7.6919131e-02	1.3466432e+02	1.5905835e+02	-1.0000001e-02
0	0	6	18	0	E	5.9927687e-02	1.2493330e+02	1.5846283e+02	-1.0000027e-02
0	0	6	18	1	T	6.1435275e-02	1.2177425e+02	1.5976479e+02	-1.0000027e-02
0	0	6	18	1	E	6.1003432e-02	1.2453506e+02	1.5787088e+02	-1.0000008e-02
0	0	6	18	2	T	5.4477267e-02	1.2121985e+02	1.5977731e+02	-1.0000016e-02
0	0	6	18	2	E	6.1003432e-02	1.2433701e+02	1.5797403e+02	-1.0000001e-02
0	0	6	18	3	T	5.5537753e-02	1.2308807e+02	1.5951715e+02	-1.0000008e-02
0	0	6	18	3	E	6.0751662e-02	1.2425838e+02	1.5801875e+02	-9.9999998e-03
0	0	6	19	0	T	7.1807437e-02	1.3694301e+02	1.6142650e+02	-1.0000006e-02
0	0	6	19	0	E	4.9849257e-02	1.3023865e+02	1.5719380e+02	-1.0000375e-02
0	0	6	19	1	T	7.1599536e-02	1.2419351e+02	1.6165639e+02	-9.9999998e-03
0	0	6	19	1	E	5.4854140e-02	1.3018826e+02	1.5766261e+02	-1.0000033e-02
0	0	6	19	2	T	7.1694903e-02	1.2791763e+02	1.6083723e+02	-1.0000001e-02
0	0	6	19	2	E	5.4877028e-02	1.3004433e+02	1.5782321e+02	-9.9999998e-03
0	0	6	19	3	T	7.1475558e-02	1.2546353e+02	1.6132234e+02	-1.0000063e-02
0	0	6	19	3	E	5.1756606e-02	1.2806496e+02	1.5742049e+02	-1.0000095e-02
0	0	6	20	0	T	8.3406024e-02	1.2937563e+02	1.5803638e+02	-1.0000001e-02
