# portID	slaveID	chipID	channelID	baseline_T	baseline_E	zero_T1	zero_T2	zero_E	noise_T1	noise_T2	noise_E
0	0	5	43	46	6	50.31146589124292	61.23944023515126	61.20047730070076	0.4919247441704823	0.051941247378435994	0.05900760172319232
0	0	5	44	49	6	47.895753094767166	61.0	61.00107342718618	0.49525830588600633	0.0515898042800039	0.05828438600121782
0	0	5	45	45	6	45.77838434872012	61.254312395178836	61.21400070206833	0.38863894485846817	0.10361843390585687	0.0529573893567019
0	0	5	46	47	5	49.65724869758295	60.34634858212276	59.223924032971695	0.6518692216507006	0.1349445576381404	0.05223431688227846
0	0	5	47	50	5	50.163083718031146	60.309221497350315	58.51391251597072	0.5283159425994474	0.1599815614980522	0.050350038216568825
0	0	5	48	47	6	50.05644215720822	60.434489847307695	61.17911914242895	0.5777133585034163	0.17999329486669763	0.05022086152876556
0	0	5	49	45	6	53.60750882847688	61.0	61.06608691977932	0.39753189587859644	0.05168546462076578	0.051430753930715445
0	0	5	50	48	6	50.09472345388405	61.00000000000376	61.06656779949777	0.5777071035404592	0.10439336686850262	0.050697439292078955
0	0	5	51	51	6	50.38434770936234	61.18701711979965	61.239876556414025	0.7319137805167739	0.05000175609124458	0.050421384272413286
0	0	5	52	49	6	46.32817118031646	60.37807907869398	61.12200836729163	0.45966728532909756	0.11893524534890149	0.056327654873830034
0	0	5	53	47	6	51.15286237999847	60.32054273944582	61.22517730428306	0.9228381472774655	0.15090892863378885	0.05081084310548536
0	0	5	54	50	6	50.254932020972475	60.34493470348977	61.062990506776515	0.5285824254884807	0.11675606888817996	0.05100280655133794
0	0	5	55	46	5	50.11539430576236	61.22789941585321	59.21935751820866	0.5696273551542707	0.051760495260923994	0.05203750822807558
0	0	5	56	52	6	46.891472659840964	60.357777226975806	61.20917025591739	0.4028170846358226	0.13284544961235406	0.05286553345895021
0	0	5	57	49	5	46.47217662091509	60.436594000421586	59.23805769090509	0.4621328149639691	0.05111601022465924	0.0500045084964509
0	0	5	58	46	6	50.267884426057705	61.00000235052446	61.113141212337595	0.523776398724344	0.09189802955505691	0.05171706085803938
0	0	5	59	48	6	47.86226320072325	60.66498059740156	61.0	0.547885408353351	0.15933978463376494	0.05421234447995749
0	0	5	60	46	6	50.378638908852594	60.4710352673077	61.21686297562405	0.679602812129943	0.05515615226078956	0.05516899801169537
0	0	5	61	46	6	50.27301369280329	60.29447100246492	60.44933101757384	0.5664291315005634	0.161009036750849	0.17937645357207854
0	0	5	62	48	6	55.194855693195485	60.38169313100306	61.056871884432844	0.12515602950915686	0.10122188938272882	0.050098001046610705
0	0	5	63	46	6	50.90855086807145	60.54459538077448	60.21081574103645	0.05023893517619322	0.07087528813558677	0.0500851817116942
0	0	6	0	40	7	46.47984367088471	61.425397708992	61.097468150195056	0.695384142593941	0.05010084795292406	0.05000748706408564
0	0	6	1	48	6	51.994927237980846	60.514497574760895	61.213412371259686	0.560635423480727	0.19525109963711113	0.05186484762563389
0	0	6	2	51	5	54.78275824773286	60.0015080994908	59.25351938714373	0.40901609900328084	0.0692147327393874	0.055473048479553554
0	0	6	3	46	6	50.629888138420625	60.73406983036693	61.09843772115881	0.49651307663266525	0.2030330918849239	0.05119364626051534
0	0	6	4	53	6	51.80755051575861	60.53752851460517	60.338707765278215	0.4472700297670006	0.1390590922419609	0.05002443875708822
0	0	6	5	50	6	54.43810134248565	60.24985947454618	61.10844921705294	0.4928004360489288	0.15637339971707967	0.05343023421093936
0	0	6	6	49	6	54.96101074978792	60.00068122912749	61.00030409849287	0.4373304396581406	0.06811046104777259	0.06490541484544132
0	0	6	7	50	7	55.44272014883276	60.37631104325493	60.657144045450266	0.05000533569412154	0.09361814347623508	0.16081467528652954
0	0	6	8	50	5	55.80039509307635	60.40424102552829	59.24309791957566	0.4223396608783586	0.13211844702508835	0.050020169469764786
0	0	6	9	55	6	51.16038924185241	60.575634041746156	61.23830290197727	0.4273278155256812	0.20460561991166965	0.050100434511315385
0	0	6	10	47	5	52.14477428411903	61.00000000000015	58.51361388207478	0.3964272987718504	0.29833482897906716	0.10728404583271667
0	0	6	11	49	6	53.69630479304842	60.57752588384919	61.0967470099381	0.42577011537702864	0.1982004596952232	0.050190898272694226
0	0	6	12	50	6	53.75583280697693	60.31598926270341	60.009318475335	0.42949288923526624	0.1601586564242357	0.05070148203783004
