0	0	0	0	834	0.997823	186731
0	0	0	0	1668	1.997239	384656
0	0	0	0	2502	2.996286	582619
0	0	0	0	3336	3.995061	780581
0	0	0	0	4170	4.994642	978628
0	0	0	0	5004	5.994414	1176703
0	0	0	0	5838	6.993869	1374603
0	0	0	0	6672	7.993916	1572772
0	0	0	0	7506	8.992313	1770545
0	0	0	0	8340	9.992403	1968626
0	0	0	0	9174	10.991499	2166609
0	0	0	0	10008	11.990928	2364606
0	0	0	0	10842	12.991047	2562719
0	0	0	0	11676	13.989774	2760515
0	0	0	0	12510	14.989808	2958607
0	0	0	0	13344	15.988478	3156532
0	0	0	0	14178	16.988353	3354541
0	0	0	0	15012	17.988157	3552676
0	0	0	0	15846	18.987192	3750522
0	0	0	0	16680	19.986855	3948543
0	0	0	0	17514	20.985760	4146503
0	0	0	0	18348	21.985560	4344517
0	0	0	0	19182	22.985992	4542677
0	0	0	0	20016	23.984755	4740621
0	0	0	0	20850	24.984693	4938724
0	0	0	0	21684	25.983323	5136451
0	0	0	0	22518	26.983588	5334593
0	0	0	0	23352	27.983216	5532691
0	0	0	0	24186	28.982711	5730634
0	0	0	0	25020	29.981876	5928632
0	0	0	0	25854	30.980628	6126511
0	0	0	0	26688	31.979879	6324478
0	0	0	0	27522	32.980129	6522613
0	0	0	0	28356	33.978616	6720386
0	0	0	0	29190	34.978578	6918603
0	0	0	0	30024	35.976860	7116431
0	0	0	0	30858	36.976993	7314561
0	0	0	0	31692	37.976185	7512496
0	0	0	0	32526	38.975545	7710403
0	0	0	0	33360	39.974873	7908435
0	0	0	0	34194	40.974505	8106384
0	0	0	0	35028	41.973466	8304475
0	0	0	0	35862	42.972999	8502447
0	0	0	0	36696	43.972418	8700505
0	0	0	0	37530	44.971717	8898363
0	0	0	0	38364	45.970941	9096342
0	0	0	0	39198	46.970218	9294416
0	0	0	0	40032	47.970113	9492363
0	0	0	0	40866	48.969120	9690233
0	0	0	0	41700	49.969083	9888201
0	0	0	0	42534	50.968517	10086151
0	0	0	0	43368	51.968010	10284220
0	0	0	0	44202	52.967278	10482144
0	0	0	0	45036	53.966763	10680238
